Gene,label
ENSG00000040487,Vesicles
ENSG00000040633,Nucleoplasm
ENSG00000042493,Nucleus
ENSG00000043143,Nucleoplasm
ENSG00000044115,Cell Junctions;Plasma membrane
ENSG00000046604,Cell Junctions
ENSG00000047410,Nuclear membrane
ENSG00000047932,Golgi apparatus
ENSG00000048162,Nucleoli
ENSG00000048649,Nucleoplasm
ENSG00000048828,Cytosol
ENSG00000049449,Endoplasmic reticulum
ENSG00000050405,Actin filaments;Cytosol;Focal adhesion sites;Plasma membrane
ENSG00000051180,Nucleoli
ENSG00000051596,Nucleoplasm
ENSG00000053747,Endoplasmic reticulum
ENSG00000054118,Nuclear speckles
ENSG00000054282,Centrosome
ENSG00000054654,Nuclear membrane
ENSG00000055044,Nucleoli fibrillar center
ENSG00000055332,Cytosol
ENSG00000055483,Nuclear speckles;Nucleoli
ENSG00000055917,Cytosol
ENSG00000057252,Endoplasmic reticulum
ENSG00000057294,Cell Junctions
ENSG00000058272,Actin filaments;Cytosol
ENSG00000058600,Nucleoplasm
ENSG00000059573,Mitochondria
ENSG00000060762,Mitochondria
ENSG00000060971,Peroxisomes
ENSG00000062485,Mitochondria
ENSG00000063046,Cytosol
ENSG00000063177,Cytosol;Endoplasmic reticulum
ENSG00000063244,Nuclear speckles
ENSG00000063245,Cytosol
ENSG00000064419,Vesicles
ENSG00000064490,Nucleoplasm
ENSG00000064601,Vesicles
ENSG00000064607,Nucleoplasm
ENSG00000064961,Nucleoplasm
ENSG00000065526,Nucleoplasm
ENSG00000065534,Actin filaments
ENSG00000065548,Cytosol
ENSG00000065675,Microtubule organizing center
ENSG00000065978,Cytosol
ENSG00000066422,Nucleoplasm
ENSG00000066777,Cytosol;Golgi apparatus;Nucleoplasm
ENSG00000067225,Cytosol
ENSG00000067334,Nucleoli
ENSG00000067369,Nuclear bodies
ENSG00000067704,Mitochondria
ENSG00000067829,Mitochondria
ENSG00000068394,Nucleoplasm
ENSG00000068650,Vesicles
ENSG00000068796,Centrosome;Nucleoli;Nucleus
ENSG00000069956,Cytosol
ENSG00000070010,Endoplasmic reticulum
ENSG00000070081,Golgi apparatus
ENSG00000070444,Nucleoplasm
ENSG00000070669,Cytosol
ENSG00000070759,Nucleoplasm
ENSG00000070814,Nucleoli fibrillar center
ENSG00000070831,Cytokinetic bridge;Microtubules
ENSG00000070950,Nuclear bodies;Nucleoplasm
ENSG00000071564,Nucleoplasm
ENSG00000071626,Cytosol;Nucleoplasm
ENSG00000071794,Nucleus
ENSG00000071859,Nucleoplasm
ENSG00000071894,Nucleoplasm
ENSG00000072501,Nucleoplasm
ENSG00000072571,Centrosome;Cytosol;Microtubules
ENSG00000072682,Endoplasmic reticulum
ENSG00000072756,Mitochondria
ENSG00000073050,Nucleoplasm
ENSG00000073282,Nucleoplasm
ENSG00000073578,Mitochondria
ENSG00000073792,Cytosol
ENSG00000074219,Nucleoplasm
ENSG00000074696,Endoplasmic reticulum
ENSG00000074800,Cytosol;Plasma membrane
ENSG00000075239,Mitochondria
ENSG00000075292,Nucleoplasm
ENSG00000075426,Nucleus
ENSG00000075702,Cytosol
ENSG00000076003,Nucleoplasm
ENSG00000076053,Nucleoplasm
ENSG00000076108,Nuclear speckles
ENSG00000076242,Nucleoplasm
ENSG00000076706,Plasma membrane
ENSG00000076928,Cytosol
ENSG00000076944,Cytosol
ENSG00000077009,Nucleoplasm;Vesicles
ENSG00000077092,Nucleoplasm
ENSG00000077097,Nucleus
ENSG00000077312,Nucleoplasm
ENSG00000077348,Nucleoli
ENSG00000077420,Cytosol;Plasma membrane
ENSG00000077498,Vesicles
ENSG00000077549,Cytosol;Nucleoplasm;Vesicles
ENSG00000078070,Mitochondria
ENSG00000078081,Vesicles
ENSG00000078237,Cytosol
ENSG00000078674,Centrosome
ENSG00000078808,Golgi apparatus
ENSG00000079134,Nuclear speckles
ENSG00000079246,Nucleoplasm
ENSG00000079308,Focal adhesion sites
ENSG00000079387,Focal adhesion sites;Nucleus
ENSG00000079739,Actin filaments
ENSG00000079785,Cytosol;Nucleoplasm
ENSG00000079819,Plasma membrane
ENSG00000079950,Lysosomes
ENSG00000080224,Nucleoplasm
ENSG00000080819,Mitochondria
ENSG00000080839,Nucleoplasm
ENSG00000081059,Nucleoplasm
ENSG00000081277,Nucleoplasm
ENSG00000081307,Cytosol
ENSG00000082014,Nucleoplasm
ENSG00000082212,Mitochondria
ENSG00000082397,Plasma membrane
ENSG00000082516,Cytosol
ENSG00000082701,Nucleus
ENSG00000082898,Cytosol;Nuclear membrane;Nucleoplasm;Vesicles
ENSG00000083544,Cytosol;Nucleoplasm
ENSG00000083635,Nucleoli;Nucleus
ENSG00000083642,Nucleoplasm
ENSG00000083720,Mitochondria
ENSG00000084463,Nucleoplasm
ENSG00000084676,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000084754,Mitochondria
ENSG00000085377,Cytosol
ENSG00000085491,Mitochondria
ENSG00000085760,Mitochondria
ENSG00000085832,Cytosol;Vesicles
ENSG00000085999,Nucleoplasm
ENSG00000086062,Golgi apparatus
ENSG00000086102,Nucleus
ENSG00000086200,Nucleoli fibrillar center;Nucleus
ENSG00000086589,Nucleus
ENSG00000086758,Cytosol;Nucleoplasm
ENSG00000087087,Nucleoplasm
ENSG00000087206,Nuclear bodies
ENSG00000087253,Endoplasmic reticulum;Lipid droplets
ENSG00000087269,Nucleoli;Nucleus
ENSG00000087274,Nucleoplasm;Plasma membrane
ENSG00000087299,Mitochondria
ENSG00000087365,Nuclear speckles
ENSG00000087470,Cytosol
ENSG00000087495,Nucleoplasm
ENSG00000088205,Nucleoli
ENSG00000088247,Nucleoplasm
ENSG00000088325,Cytokinetic bridge;Microtubule organizing center;Mitotic spindle;Nucleoplasm
ENSG00000088538,Cytosol
ENSG00000088833,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000088888,Mitochondria
ENSG00000088930,Nucleoli;Nucleus
ENSG00000089063,Endoplasmic reticulum
ENSG00000089154,Cytosol
ENSG00000089159,Focal adhesion sites
ENSG00000089199,Vesicles
ENSG00000089280,Nucleoplasm
ENSG00000089639,Cytosol;Nucleoplasm
ENSG00000089685,Cytokinetic bridge
ENSG00000089775,Nucleoplasm
ENSG00000089902,Nucleoplasm
ENSG00000090060,Nucleoplasm
ENSG00000090273,Cytosol
ENSG00000090316,Nucleoplasm
ENSG00000090621,Cytosol
ENSG00000090861,Cytosol
ENSG00000090889,Cytokinetic bridge;Nucleoplasm
ENSG00000091164,Cytosol
ENSG00000091483,Mitochondria
ENSG00000091490,Nucleus
ENSG00000091527,Cytosol;Nucleoli;Plasma membrane
ENSG00000092067,Nucleoplasm
ENSG00000092199,Nucleoplasm
ENSG00000092330,Nuclear bodies
ENSG00000092621,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000092820,Plasma membrane
ENSG00000092853,Nucleoplasm
ENSG00000093000,Nuclear membrane;Nucleoplasm
ENSG00000094916,Nucleus
ENSG00000095139,Golgi apparatus;Vesicles
ENSG00000096060,Nucleoplasm
ENSG00000096696,Cell Junctions
ENSG00000096717,Cytosol;Mitochondria;Nucleus
ENSG00000097007,Nucleoplasm
ENSG00000097033,Cytosol
ENSG00000099194,Endoplasmic reticulum
ENSG00000099284,Nucleoplasm
ENSG00000099783,Nucleoplasm
ENSG00000099812,Focal adhesion sites;Plasma membrane
ENSG00000099864,Plasma membrane
ENSG00000099889,Cell Junctions
ENSG00000099942,Nucleoplasm
ENSG00000099992,Plasma membrane
ENSG00000099995,Nuclear speckles
ENSG00000100023,Nucleoplasm
ENSG00000100029,Nucleoli;Nucleus
ENSG00000100084,Nucleoplasm
ENSG00000100142,Nucleoli fibrillar center;Nucleus
ENSG00000100162,Cytosol
ENSG00000100196,Endoplasmic reticulum
ENSG00000100201,Nuclear speckles
ENSG00000100216,Mitochondria
ENSG00000100227,Nuclear speckles
ENSG00000100243,Endoplasmic reticulum
ENSG00000100297,Nucleoplasm
ENSG00000100324,Cytosol;Nuclear speckles
ENSG00000100347,Mitochondria
ENSG00000100348,Mitochondria
ENSG00000100380,Cytosol
ENSG00000100393,Nucleoplasm
ENSG00000100401,Cytosol;Nuclear membrane;Vesicles
ENSG00000100410,Nucleoplasm
ENSG00000100490,Nucleoplasm;Vesicles
ENSG00000100503,Centrosome
ENSG00000100526,Cytosol
ENSG00000100568,Vesicles
ENSG00000100575,Mitochondria
ENSG00000100603,Nucleoplasm
ENSG00000100650,Nucleoli;Nucleus
ENSG00000100714,Cytosol
ENSG00000100722,Nuclear speckles
ENSG00000100764,Cytosol;Nucleoplasm
ENSG00000100784,Nucleoplasm
ENSG00000100815,Golgi apparatus
ENSG00000100823,Nucleus
ENSG00000100867,Mitochondria;Nucleus
ENSG00000100889,Mitochondria
ENSG00000100897,Nucleoplasm
ENSG00000100906,Cytosol
ENSG00000100941,Nuclear speckles
ENSG00000100949,Nucleoplasm
ENSG00000101057,Cytosol;Nucleoplasm
ENSG00000101109,Cytosol;Nucleoplasm
ENSG00000101115,Nucleoplasm
ENSG00000101138,Nucleoplasm
ENSG00000101161,Nuclear speckles
ENSG00000101210,Cytosol;Nucleoli
ENSG00000101216,Nucleoplasm
ENSG00000101361,Nucleoli fibrillar center
ENSG00000101365,Mitochondria
ENSG00000101367,Cytosol;Microtubule organizing center
ENSG00000101412,Nucleoplasm
ENSG00000101457,Nucleus
ENSG00000101558,Endoplasmic reticulum
ENSG00000101654,Nucleoplasm
ENSG00000101811,Nuclear bodies;Nucleoplasm
ENSG00000102030,Cytosol;Nucleoli
ENSG00000102081,Cytosol
ENSG00000102103,Nuclear speckles
ENSG00000102119,Nuclear membrane
ENSG00000102241,Nucleoplasm
ENSG00000102316,Cytosol;Nucleoli;Nucleus
ENSG00000102471,Vesicles
ENSG00000102786,Nucleoplasm
ENSG00000102901,Nuclear bodies
ENSG00000102935,Nucleus
ENSG00000102977,Nuclear bodies
ENSG00000103035,Nucleoplasm
ENSG00000103067,Nucleoplasm
ENSG00000103194,Cytosol;Nucleoplasm
ENSG00000103197,Cytosol
ENSG00000103199,Cytosol;Nucleoplasm
ENSG00000103275,Cytosol
ENSG00000103365,Golgi apparatus
ENSG00000103495,Nucleus
ENSG00000103496,Plasma membrane
ENSG00000103549,Nucleoplasm
ENSG00000103769,Microtubule organizing center;Vesicles
ENSG00000104067,Cell Junctions
ENSG00000104112,Vesicles
ENSG00000104131,Cytosol
ENSG00000104299,Nucleoplasm
ENSG00000104312,Cytosol
ENSG00000104408,Cytosol;Nuclear bodies
ENSG00000104413,Nuclear bodies;Nucleoplasm
ENSG00000104611,Cytosol
ENSG00000104722,Intermediate filaments
ENSG00000104738,Nucleoplasm
ENSG00000104765,Mitochondria
ENSG00000104852,Nucleoplasm
ENSG00000104859,Nucleus
ENSG00000104880,Cytosol
ENSG00000104881,Cytosol
ENSG00000104885,Nucleoplasm
ENSG00000104889,Cytosol;Nucleus
ENSG00000104980,Mitochondria
ENSG00000105063,Cytosol
ENSG00000105173,Nucleoplasm
ENSG00000105186,Cytosol
ENSG00000105193,Cytosol;Endoplasmic reticulum
ENSG00000105202,Nucleoli fibrillar center
ENSG00000105258,Nucleoplasm
ENSG00000105281,Plasma membrane
ENSG00000105289,Cell Junctions
ENSG00000105323,Nucleoplasm
ENSG00000105355,Lipid droplets
ENSG00000105373,Nucleoli
ENSG00000105379,Mitochondria
ENSG00000105401,Cytosol
ENSG00000105483,Cytosol;Nucleoplasm
ENSG00000105669,Golgi apparatus
ENSG00000105676,Cytosol
ENSG00000105705,Nucleoplasm
ENSG00000105717,Vesicles
ENSG00000105722,Nucleoplasm
ENSG00000105755,Mitochondria
ENSG00000105856,Nuclear speckles
ENSG00000105866,Nucleoplasm
ENSG00000105928,Cytosol
ENSG00000105939,Cytosol
ENSG00000105953,Mitochondria
ENSG00000106153,Mitochondria
ENSG00000106211,Cytosol
ENSG00000106244,Cytosol;Plasma membrane
ENSG00000106344,Nucleoli
ENSG00000106628,Nucleoplasm
ENSG00000106803,Endoplasmic reticulum
ENSG00000107130,Plasma membrane
ENSG00000107159,Plasma membrane
ENSG00000107185,Cytosol
ENSG00000107338,Cytosol;Nucleoplasm
ENSG00000107625,Nucleoli
ENSG00000107651,Vesicles
ENSG00000107672,Nucleoplasm
ENSG00000107679,Nucleus
ENSG00000107819,Mitochondria
ENSG00000107874,Cytosol;Nucleoplasm
ENSG00000107897,Peroxisomes
ENSG00000107929,Cytosol
ENSG00000107937,Nucleoli
ENSG00000108039,Cytosol
ENSG00000108064,Mitochondria
ENSG00000108094,Nucleoplasm
ENSG00000108262,Cytosol;Focal adhesion sites
ENSG00000108312,Nucleoli fibrillar center
ENSG00000108423,Cytosol;Nucleoplasm
ENSG00000108557,Nucleoplasm
ENSG00000108588,Endoplasmic reticulum
ENSG00000108592,Nucleoli
ENSG00000108602,Cytosol
ENSG00000108604,Nucleoplasm
ENSG00000108651,Nucleoli
ENSG00000108654,Nucleoplasm
ENSG00000108774,Endosomes
ENSG00000108829,Endoplasmic reticulum
ENSG00000108848,Nuclear speckles
ENSG00000108924,Nucleus
ENSG00000109079,Nucleoli
ENSG00000109118,Nucleoplasm
ENSG00000109132,Nucleoplasm
ENSG00000109171,Centrosome;Cytosol
ENSG00000109189,Nucleoli
ENSG00000109220,Plasma membrane;Vesicles
ENSG00000109586,Golgi apparatus
ENSG00000109606,Nuclear speckles
ENSG00000109674,Nucleoplasm
ENSG00000109787,Nucleoplasm
ENSG00000109814,Nucleoplasm
ENSG00000109846,Cytosol;Plasma membrane
ENSG00000109920,Nuclear speckles
ENSG00000110002,Nucleus
ENSG00000110031,Cytosol;Focal adhesion sites
ENSG00000110048,Cytosol;Golgi apparatus
ENSG00000110075,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000110104,Nucleoli;Nucleus
ENSG00000110107,Nuclear speckles
ENSG00000110218,Plasma membrane
ENSG00000110274,Centrosome
ENSG00000110321,Cytosol
ENSG00000110619,Cytosol
ENSG00000110697,Cytosol
ENSG00000110768,Nucleoplasm
ENSG00000110955,Mitochondria
ENSG00000111011,Nuclear speckles
ENSG00000111057,Cytosol
ENSG00000111087,Cytosol;Nucleoplasm
ENSG00000111424,Nucleoplasm
ENSG00000111530,Cytosol;Golgi apparatus;Nucleoplasm
ENSG00000111605,Nuclear speckles;Nucleoplasm
ENSG00000111615,Nucleoli;Nucleus
ENSG00000111640,Cytosol;Plasma membrane
ENSG00000111642,Nucleus
ENSG00000111669,Nucleoplasm
ENSG00000111676,Nucleoplasm
ENSG00000111716,Cytosol
ENSG00000111875,Nucleus
ENSG00000112118,Nucleoplasm
ENSG00000112167,Vesicles
ENSG00000112183,Cytosol;Nucleoplasm
ENSG00000112210,Cytosol;Plasma membrane
ENSG00000112234,Nuclear speckles
ENSG00000112294,Mitochondria
ENSG00000112312,Nucleoplasm
ENSG00000112425,Nucleoplasm
ENSG00000112578,Nucleoli
ENSG00000112992,Mitochondria
ENSG00000113013,Mitochondria
ENSG00000113141,Nuclear speckles
ENSG00000113163,Golgi apparatus;Nucleoplasm
ENSG00000113194,Lipid droplets
ENSG00000113312,Cytosol
ENSG00000113368,Nuclear membrane
ENSG00000113460,Nucleoli
ENSG00000113522,Nucleoplasm
ENSG00000113569,Nuclear membrane
ENSG00000113580,Cytosol;Nucleoplasm
ENSG00000113643,Cytosol
ENSG00000113649,Nucleoplasm
ENSG00000113719,Vesicles
ENSG00000113761,Nucleus
ENSG00000113845,Mitochondria
ENSG00000113916,Nucleoplasm
ENSG00000114023,Mitochondria
ENSG00000114026,Nucleoplasm
ENSG00000114030,Cytosol;Nucleus
ENSG00000114346,Cytosol;Nucleus
ENSG00000114416,Cytosol
ENSG00000114439,Cytosol;Nucleoplasm
ENSG00000114450,Plasma membrane
ENSG00000114503,Nucleoplasm
ENSG00000114554,Nucleus
ENSG00000114805,Vesicles
ENSG00000114861,Nucleoplasm
ENSG00000114867,Cytosol
ENSG00000114982,Nucleus
ENSG00000115053,Nucleoli
ENSG00000115241,Nucleoplasm
ENSG00000115275,Endoplasmic reticulum
ENSG00000115289,Nucleoplasm
ENSG00000115295,Vesicles
ENSG00000115310,Endoplasmic reticulum
ENSG00000115415,Cytosol;Nucleoplasm
ENSG00000115421,Nucleoplasm
ENSG00000115514,Cytosol
ENSG00000115524,Nuclear speckles
ENSG00000115539,Cytosol;Nucleus
ENSG00000115548,Nucleoplasm
ENSG00000115641,Actin filaments;Focal adhesion sites
ENSG00000115657,Golgi apparatus
ENSG00000115806,Golgi apparatus
ENSG00000115866,Cytosol
ENSG00000115875,Nucleoplasm
ENSG00000115944,Mitochondria;Nucleoli
ENSG00000115966,Nucleoplasm
ENSG00000115998,Nucleus
ENSG00000116095,Golgi apparatus
ENSG00000116161,Cytosol;Nucleoplasm
ENSG00000116171,Peroxisomes
ENSG00000116212,Nucleoplasm
ENSG00000116337,Cytosol
ENSG00000116478,Nucleoplasm
ENSG00000116560,Nucleoplasm
ENSG00000116580,Nuclear bodies;Nucleoplasm
ENSG00000116604,Nucleoplasm
ENSG00000116701,Cytosol
ENSG00000116863,Nucleoplasm
ENSG00000117054,Mitochondria
ENSG00000117133,Nucleoli
ENSG00000117222,Nucleoli;Nucleus
ENSG00000117360,Nucleoplasm
ENSG00000117394,Plasma membrane
ENSG00000117395,Nucleoli
ENSG00000117399,Cytosol;Nucleus
ENSG00000117519,Actin filaments;Cytosol
ENSG00000117523,Cytosol
ENSG00000117525,Vesicles
ENSG00000117528,Peroxisomes
ENSG00000117595,Cytosol
ENSG00000117691,Nucleus
ENSG00000117713,Nucleoplasm
ENSG00000117748,Nuclear bodies;Nucleoplasm
ENSG00000117751,Nuclear speckles;Nucleoplasm
ENSG00000117877,Nucleoli fibrillar center;Nucleus
ENSG00000117906,Endoplasmic reticulum
ENSG00000118007,Nuclear bodies;Nucleus
ENSG00000118260,Nucleoplasm
ENSG00000118418,Nucleus
ENSG00000118515,Nuclear speckles
ENSG00000118689,Nucleus
ENSG00000118762,Endoplasmic reticulum
ENSG00000118777,Nucleus;Plasma membrane
ENSG00000119139,Cell Junctions;Cytosol;Plasma membrane
ENSG00000119285,Mitochondria;Nucleoli fibrillar center
ENSG00000119383,Cytosol;Nucleoplasm
ENSG00000119421,Mitochondria
ENSG00000119523,Actin filaments;Cytosol
ENSG00000119669,Nucleoplasm
ENSG00000119707,Nuclear speckles
ENSG00000119711,Mitochondria
ENSG00000119866,Nucleoplasm
ENSG00000120075,Nucleus
ENSG00000120278,Nucleoplasm
ENSG00000120370,Cytosol;Golgi apparatus
ENSG00000120539,Nucleoplasm
ENSG00000120694,Cytosol;Nucleoplasm
ENSG00000120733,Nucleoplasm
ENSG00000120738,Nucleoplasm
ENSG00000120802,Nuclear membrane
ENSG00000120899,Cytosol;Plasma membrane
ENSG00000120915,Cytosol
ENSG00000120948,Nucleoplasm
ENSG00000121022,Nucleoplasm
ENSG00000121058,Nuclear bodies;Nucleoli fibrillar center
ENSG00000121481,Nucleoplasm
ENSG00000121653,Plasma membrane
ENSG00000121774,Nucleoplasm
ENSG00000121892,Nucleoplasm
ENSG00000121940,Endoplasmic reticulum
ENSG00000122008,Nuclear bodies;Nucleoplasm
ENSG00000122188,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000122257,Nuclear speckles
ENSG00000122512,Nucleoplasm
ENSG00000122545,Actin filaments
ENSG00000122566,Nucleoplasm
ENSG00000122585,Golgi apparatus
ENSG00000122674,Vesicles
ENSG00000122705,Endosomes;Lysosomes;Vesicles
ENSG00000122779,Nucleoplasm
ENSG00000122786,Actin filaments;Plasma membrane
ENSG00000122958,Endosomes
ENSG00000122971,Mitochondria
ENSG00000123240,Cytosol
ENSG00000123268,Nucleoplasm
ENSG00000123352,Cytosol
ENSG00000123374,Nucleoplasm
ENSG00000123454,Vesicles
ENSG00000123485,Nucleoli;Nucleus
ENSG00000123562,Nucleus
ENSG00000123737,Nucleoli
ENSG00000123815,Mitochondria
ENSG00000123836,Nucleus
ENSG00000124164,Endoplasmic reticulum
ENSG00000124207,Cytosol;Nucleoplasm
ENSG00000124222,Vesicles
ENSG00000124356,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000124383,Nucleoli
ENSG00000124496,Nucleoplasm
ENSG00000124523,Mitochondria
ENSG00000124562,Nucleoplasm
ENSG00000124571,Nucleoplasm
ENSG00000124608,Mitochondria
ENSG00000124659,Cytosol
ENSG00000124789,Nuclear membrane
ENSG00000124795,Nucleus
ENSG00000124813,Nucleoplasm
ENSG00000125351,Cytosol
ENSG00000125398,Nucleoplasm
ENSG00000125618,Nucleoplasm
ENSG00000125651,Nucleus
ENSG00000125656,Mitochondria
ENSG00000125817,Nuclear bodies
ENSG00000125818,Cytosol
ENSG00000125844,Endoplasmic reticulum
ENSG00000125845,Vesicles
ENSG00000125901,Mitochondria
ENSG00000125944,Nucleoplasm
ENSG00000125968,Nucleoplasm
ENSG00000125970,Nucleoplasm
ENSG00000126010,Plasma membrane
ENSG00000126012,Nucleoplasm
ENSG00000126067,Nucleoplasm
ENSG00000126215,Nucleus
ENSG00000126432,Cytosol;Mitochondria
ENSG00000126561,Cytosol;Nucleoplasm
ENSG00000126602,Mitochondria
ENSG00000126698,Nucleoplasm
ENSG00000126749,Nucleoli;Nucleus
ENSG00000126767,Nucleoplasm
ENSG00000126777,Endoplasmic reticulum
ENSG00000126945,Nucleoplasm
ENSG00000126953,Mitochondria
ENSG00000127022,Endoplasmic reticulum
ENSG00000127191,Cytosol
ENSG00000127423,Centrosome
ENSG00000127445,Cytosol;Nucleoplasm
ENSG00000127526,Golgi apparatus
ENSG00000127554,Cytosol;Mitochondria
ENSG00000127586,Nucleoplasm
ENSG00000127824,Microtubules
ENSG00000127831,Plasma membrane
ENSG00000127838,Mitochondria
ENSG00000127884,Mitochondria
ENSG00000127914,Golgi apparatus
ENSG00000127946,Vesicles
ENSG00000127993,Nucleoplasm
ENSG00000128342,Cytosol
ENSG00000128422,Intermediate filaments
ENSG00000128573,Nucleoplasm
ENSG00000128641,Plasma membrane
ENSG00000128652,Nucleoplasm
ENSG00000128694,Mitochondria
ENSG00000128708,Nucleoplasm
ENSG00000128908,Nuclear bodies;Nucleoplasm
ENSG00000128923,Nucleoplasm
ENSG00000128928,Mitochondria
ENSG00000129083,Cytosol;Golgi apparatus;Vesicles
ENSG00000129084,Nucleoplasm
ENSG00000129158,Cytosol;Nucleoplasm
ENSG00000129195,Nucleus
ENSG00000129315,Nucleoplasm
ENSG00000129347,Nucleoli
ENSG00000129422,Microtubules
ENSG00000129559,Nucleoplasm
ENSG00000129680,Centrosome
ENSG00000129696,Centrosome
ENSG00000129993,Nucleoplasm
ENSG00000130175,Endoplasmic reticulum
ENSG00000130204,Mitochondria
ENSG00000130305,Nucleoli;Nucleus
ENSG00000130340,Cytosol;Plasma membrane
ENSG00000130396,Cell Junctions;Plasma membrane
ENSG00000130475,Cytosol;Nucleoplasm
ENSG00000130479,Cytosol
ENSG00000130513,Golgi apparatus
ENSG00000130699,Nucleoplasm
ENSG00000130726,Nucleoplasm
ENSG00000130749,Cytosol;Nucleoplasm
ENSG00000130770,Mitochondria
ENSG00000130787,Cytosol;Plasma membrane;Vesicles
ENSG00000130803,Nucleoplasm
ENSG00000130811,Cytosol
ENSG00000130816,Nucleoplasm
ENSG00000130935,Nucleoli
ENSG00000130958,Golgi apparatus
ENSG00000130985,Nucleoplasm
ENSG00000130997,Nucleoplasm
ENSG00000131368,Mitochondria
ENSG00000131381,Vesicles
ENSG00000131467,Nucleoplasm
ENSG00000131626,Cytosol;Focal adhesion sites
ENSG00000131711,Cytosol
ENSG00000131844,Mitochondria
ENSG00000131871,Endoplasmic reticulum
ENSG00000132002,Cytosol;Nucleus
ENSG00000132170,Nucleus;Vesicles
ENSG00000132300,Mitochondria
ENSG00000132305,Mitochondria
ENSG00000132383,Nucleoplasm
ENSG00000132463,Mitochondria
ENSG00000132475,Nucleoplasm
ENSG00000132485,Nucleus
ENSG00000132507,Cytosol;Nucleoplasm
ENSG00000132591,Cytosol;Mitochondria
ENSG00000132688,Intermediate filaments
ENSG00000132773,Nuclear bodies;Nucleoplasm
ENSG00000132780,Nucleoplasm
ENSG00000132881,Nucleoplasm
ENSG00000133026,Actin filaments;Cytosol;Mitochondria
ENSG00000133115,Plasma membrane
ENSG00000133131,Nucleoplasm
ENSG00000133226,Nuclear speckles
ENSG00000133313,Nucleoplasm
ENSG00000133710,Vesicles
ENSG00000133805,Nuclear membrane
ENSG00000133835,Peroxisomes
ENSG00000133961,Cell Junctions
ENSG00000133997,Nucleoplasm
ENSG00000134001,Cytosol
ENSG00000134046,Nucleoplasm
ENSG00000134056,Mitochondria
ENSG00000134057,Cytosol
ENSG00000134086,Nucleoplasm
ENSG00000134146,Nucleoli;Nucleus
ENSG00000134283,Nucleoplasm
ENSG00000134317,Golgi apparatus;Nucleus;Vesicles
